"Date","Price","Open","High","Low","Change %"
"Jul 20, 2017","6.453","6.453","6.453","6.453","0.06%"
"Jul 19, 2017","6.449","6.449","6.449","6.449","-0.09%"
"Jul 18, 2017","6.455","6.455","6.455","6.455","-0.02%"
"Jul 17, 2017","6.456","6.456","6.456","6.456","-0.11%"
"Jul 16, 2017","6.463","6.463","6.463","6.463","0.00%"
"Jul 14, 2017","6.463","6.463","6.463","6.463","0.11%"
"Jul 13, 2017","6.456","6.456","6.456","6.456","-0.05%"
"Jul 12, 2017","6.459","6.459","6.459","6.459","-0.39%"
"Jul 11, 2017","6.484","6.484","6.484","6.484","0.25%"
"Jul 10, 2017","6.468","6.468","6.468","6.468","-0.93%"
"Jul 07, 2017","6.529","6.529","6.529","6.529","-0.11%"
"Jul 06, 2017","6.536","6.536","6.536","6.536","-0.21%"
"Jul 05, 2017","6.550","6.550","6.550","6.550","0.03%"
"Jul 04, 2017","6.548","6.548","6.548","6.548","-0.06%"
"Jul 03, 2017","6.552","6.552","6.552","6.552","0.63%"
"Jul 02, 2017","6.511","6.511","6.511","6.511","0.00%"
"Jul 01, 2017","6.511","6.511","6.511","6.511","0.00%"
"Jun 30, 2017","6.511","6.511","6.511","6.511","0.06%"
"Jun 29, 2017","6.507","6.507","6.507","6.507","0.15%"
"Jun 28, 2017","6.497","6.497","6.497","6.497","0.53%"
"Jun 27, 2017","6.463","6.463","6.463","6.463","0.05%"
"Jun 25, 2017","6.460","6.460","6.460","6.460","0.02%"
"Jun 23, 2017","6.459","6.459","6.459","6.459","0.09%"
"Jun 22, 2017","6.453","6.453","6.453","6.453","0.36%"
"Jun 21, 2017","6.430","6.430","6.430","6.430","-0.23%"
"Jun 20, 2017","6.445","6.445","6.445","6.445","-0.31%"
"Jun 19, 2017","6.465","6.465","6.465","6.465","-0.39%"
"Jun 16, 2017","6.490","6.490","6.490","6.490","0.17%"
"Jun 15, 2017","6.479","6.479","6.479","6.479","0.19%"
"Jun 14, 2017","6.467","6.467","6.467","6.467","-0.39%"
"Jun 13, 2017","6.492","6.492","6.492","6.492","-0.35%"
"Jun 12, 2017","6.515","6.515","6.515","6.515","0.22%"
"Jun 09, 2017","6.501","6.501","6.501","6.501","-0.47%"
"Jun 08, 2017","6.532","6.532","6.532","6.532","-0.46%"
"Jun 07, 2017","6.562","6.562","6.562","6.562","-1.10%"
"Jun 06, 2017","6.635","6.635","6.635","6.635","-0.17%"
"Jun 05, 2017","6.646","6.646","6.646","6.646","0.33%"
"Jun 02, 2017","6.624","6.624","6.624","6.624","0.02%"
"Jun 01, 2017","6.623","6.623","6.623","6.623","-0.57%"
"May 31, 2017","6.661","6.661","6.661","6.661","0.00%"
"May 30, 2017","6.661","6.661","6.661","6.661","-0.10%"
"May 29, 2017","6.668","6.668","6.668","6.668","-1.75%"
"May 26, 2017","6.787","6.787","6.787","6.787","-0.06%"
"May 25, 2017","6.791","6.791","6.791","6.791","-0.09%"
"May 24, 2017","6.797","6.797","6.797","6.797","0.12%"
"May 23, 2017","6.789","6.789","6.789","6.789","0.33%"
"May 22, 2017","6.767","6.767","6.767","6.767","-1.27%"
"May 19, 2017","6.854","6.854","6.854","6.854","0.19%"
"May 18, 2017","6.841","6.841","6.841","6.841","-0.03%"
"May 17, 2017","6.843","6.843","6.843","6.843","0.03%"
"May 16, 2017","6.841","6.841","6.841","6.841","0.51%"
"May 15, 2017","6.806","6.806","6.806","6.806","-1.43%"
"May 12, 2017","6.905","6.905","6.905","6.905","-0.52%"
"May 11, 2017","6.941","6.941","6.941","6.941","0.01%"
"May 09, 2017","6.940","6.940","6.940","6.940","0.17%"
"May 08, 2017","6.928","6.928","6.928","6.928","-0.22%"
"May 07, 2017","6.943","6.943","6.943","6.943","0.01%"
"May 05, 2017","6.942","6.942","6.942","6.942","-0.40%"
"May 04, 2017","6.970","6.970","6.970","6.970","0.22%"
"May 03, 2017","6.955","6.955","6.955","6.955","-0.53%"
"May 02, 2017","6.992","6.992","6.992","6.992","0.45%"
"Apr 28, 2017","6.961","6.961","6.961","6.961","0.26%"
"Apr 27, 2017","6.943","6.943","6.943","6.943","-0.20%"
"Apr 26, 2017","6.957","6.957","6.957","6.957","0.33%"
"Apr 25, 2017","6.934","6.934","6.934","6.934","-0.13%"
"Apr 24, 2017","6.943","6.943","6.943","6.943","0.29%"
"Apr 22, 2017","6.923","6.923","6.923","6.923","0.07%"
"Apr 21, 2017","6.918","6.918","6.918","6.918","0.58%"
"Apr 20, 2017","6.878","6.878","6.878","6.878","0.36%"
"Apr 19, 2017","6.853","6.853","6.853","6.853","-0.15%"
"Apr 18, 2017","6.863","6.863","6.863","6.863","0.23%"
"Apr 17, 2017","6.847","6.847","6.847","6.847","0.38%"
"Apr 13, 2017","6.821","6.821","6.821","6.821","0.62%"
"Apr 12, 2017","6.779","6.779","6.779","6.779","-0.47%"
"Apr 11, 2017","6.811","6.811","6.811","6.811","-0.79%"
"Apr 10, 2017","6.865","6.865","6.865","6.865","0.67%"
"Apr 07, 2017","6.819","6.819","6.819","6.819","0.75%"
"Apr 06, 2017","6.768","6.768","6.768","6.768","1.76%"
"Apr 05, 2017","6.651","6.651","6.651","6.651","0.05%"
"Apr 03, 2017","6.648","6.648","6.648","6.648","-0.15%"
"Mar 31, 2017","6.658","6.658","6.658","6.658","-0.43%"
"Mar 30, 2017","6.687","6.687","6.687","6.687","-0.92%"
"Mar 29, 2017","6.749","6.749","6.749","6.749","0.61%"
"Mar 27, 2017","6.708","6.708","6.708","6.708","-1.80%"
"Mar 26, 2017","6.831","6.831","6.831","6.831","0.04%"
"Mar 24, 2017","6.828","6.828","6.828","6.828","-0.03%"
"Mar 23, 2017","6.830","6.830","6.830","6.830","0.28%"
"Mar 22, 2017","6.811","6.811","6.811","6.811","-1.09%"
"Mar 21, 2017","6.886","6.886","6.886","6.886","-0.13%"
"Mar 20, 2017","6.895","6.895","6.895","6.895","0.52%"
"Mar 18, 2017","6.859","6.859","6.859","6.859","-0.01%"
"Mar 17, 2017","6.860","6.860","6.860","6.860","0.26%"
"Mar 16, 2017","6.842","6.842","6.842","6.842","0.23%"
"Mar 15, 2017","6.826","6.826","6.826","6.826","-1.07%"
"Mar 14, 2017","6.900","6.900","6.900","6.900","-0.06%"
"Mar 10, 2017","6.904","6.904","6.904","6.904","0.73%"
"Mar 09, 2017","6.854","6.854","6.854","6.854","-0.15%"
"Mar 08, 2017","6.864","6.864","6.864","6.864","0.47%"
"Mar 07, 2017","6.832","6.832","6.832","6.832","-0.51%"
"Mar 06, 2017","6.867","6.867","6.867","6.867","1.42%"
"Mar 03, 2017","6.771","6.771","6.771","6.771","-0.88%"
"Mar 02, 2017","6.831","6.831","6.831","6.831","-1.40%"
"Mar 01, 2017","6.928","6.928","6.928","6.928","0.84%"
"Feb 28, 2017","6.870","6.870","6.870","6.870","-0.15%"
"Feb 27, 2017","6.880","6.880","6.880","6.880","-0.51%"
"Feb 23, 2017","6.915","6.915","6.915","6.915","-0.29%"
"Feb 22, 2017","6.935","6.935","6.935","6.935","0.49%"
"Feb 20, 2017","6.901","6.901","6.901","6.901","0.76%"
"Feb 17, 2017","6.849","6.849","6.849","6.849","0.10%"
"Feb 16, 2017","6.842","6.842","6.842","6.842","-0.29%"
"Feb 15, 2017","6.862","6.862","6.862","6.862","-0.19%"
"Feb 14, 2017","6.875","6.875","6.875","6.875","0.69%"
"Feb 13, 2017","6.828","6.828","6.828","6.828","0.34%"
"Feb 10, 2017","6.805","6.805","6.805","6.805","-0.73%"
"Feb 09, 2017","6.855","6.855","6.855","6.855","1.60%"
"Feb 08, 2017","6.747","6.747","6.747","6.747","4.91%"
"Feb 07, 2017","6.431","6.431","6.431","6.431","0.30%"
"Feb 06, 2017","6.412","6.412","6.412","6.412","0.06%"
"Feb 03, 2017","6.408","6.408","6.408","6.408","0.12%"
"Feb 02, 2017","6.400","6.400","6.400","6.400","-0.40%"
"Feb 01, 2017","6.426","6.426","6.426","6.426","0.30%"
"Jan 31, 2017","6.407","6.407","6.407","6.407","0.03%"
"Jan 30, 2017","6.405","6.405","6.405","6.405","0.11%"
"Jan 27, 2017","6.398","6.398","6.398","6.398","-0.39%"
"Jan 25, 2017","6.423","6.423","6.423","6.423","-0.22%"
"Jan 24, 2017","6.437","6.437","6.437","6.437","-0.22%"
"Jan 23, 2017","6.451","6.451","6.451","6.451","-0.17%"
"Jan 20, 2017","6.462","6.462","6.462","6.462","-0.19%"
"Jan 19, 2017","6.474","6.474","6.474","6.474","0.34%"
"Jan 18, 2017","6.452","6.452","6.452","6.452","0.51%"
"Jan 17, 2017","6.419","6.419","6.419","6.419","-0.33%"
"Jan 16, 2017","6.440","6.440","6.440","6.440","0.36%"
"Jan 13, 2017","6.417","6.417","6.417","6.417","0.71%"
"Jan 12, 2017","6.372","6.372","6.372","6.372","-0.30%"
"Jan 11, 2017","6.391","6.391","6.391","6.391","-0.11%"
"Jan 10, 2017","6.398","6.398","6.398","6.398","0.06%"
"Jan 09, 2017","6.394","6.394","6.394","6.394","0.14%"
"Jan 06, 2017","6.385","6.385","6.385","6.385","0.00%"
"Jan 05, 2017","6.385","6.385","6.385","6.385","0.39%"
"Jan 04, 2017","6.360","6.360","6.360","6.360","-1.24%"
"Jan 03, 2017","6.440","6.440","6.440","6.440","0.59%"
"Jan 02, 2017","6.402","6.402","6.402","6.402","-1.69%"
"Dec 30, 2016","6.512","6.512","6.512","6.512","-0.17%"
"Dec 29, 2016","6.523","6.523","6.523","6.523","-0.88%"
"Dec 28, 2016","6.581","6.581","6.581","6.581","-0.09%"
"Dec 27, 2016","6.587","6.587","6.587","6.587","0.26%"
"Dec 26, 2016","6.570","6.570","6.570","6.570","0.40%"
"Dec 23, 2016","6.544","6.544","6.544","6.544","0.40%"
"Dec 22, 2016","6.518","6.518","6.518","6.518","0.90%"
"Dec 21, 2016","6.460","6.460","6.460","6.460","-0.31%"
"Dec 20, 2016","6.480","6.480","6.480","6.480","-0.46%"
"Dec 19, 2016","6.510","6.510","6.510","6.510","0.09%"
"Dec 16, 2016","6.504","6.504","6.504","6.504","-0.52%"
"Dec 15, 2016","6.538","6.538","6.538","6.538","2.09%"
"Dec 14, 2016","6.404","6.404","6.404","6.404","-0.30%"
"Dec 13, 2016","6.423","6.423","6.423","6.423","-0.22%"
"Dec 09, 2016","6.437","6.437","6.437","6.437","0.58%"
"Dec 08, 2016","6.400","6.400","6.400","6.400","-0.16%"
"Dec 07, 2016","6.410","6.410","6.410","6.410","3.37%"
"Dec 06, 2016","6.201","6.201","6.201","6.201","-0.24%"
"Dec 05, 2016","6.216","6.216","6.216","6.216","-0.40%"
"Dec 02, 2016","6.241","6.241","6.241","6.241","0.47%"
"Dec 01, 2016","6.212","6.212","6.212","6.212","-0.50%"
"Nov 30, 2016","6.243","6.243","6.243","6.243","-1.17%"
"Nov 29, 2016","6.317","6.317","6.317","6.317","-0.09%"
"Nov 28, 2016","6.323","6.323","6.323","6.323","1.51%"
"Nov 25, 2016","6.229","6.229","6.229","6.229","0.74%"
"Nov 24, 2016","6.183","6.183","6.183","6.183","-1.51%"
"Nov 23, 2016","6.278","6.278","6.278","6.278","-0.46%"
"Nov 22, 2016","6.307","6.307","6.307","6.307","0.05%"
"Nov 21, 2016","6.304","6.304","6.304","6.304","-1.93%"
"Nov 18, 2016","6.428","6.428","6.428","6.428","0.14%"
"Nov 17, 2016","6.419","6.419","6.419","6.419","-0.39%"
"Nov 16, 2016","6.444","6.444","6.444","6.444","-1.32%"
"Nov 15, 2016","6.530","6.530","6.530","6.530","-2.86%"
"Nov 11, 2016","6.722","6.722","6.722","6.722","0.98%"
"Nov 10, 2016","6.657","6.657","6.657","6.657","-0.14%"
"Nov 09, 2016","6.666","6.666","6.666","6.666","-1.91%"
"Nov 08, 2016","6.796","6.796","6.796","6.796","-0.56%"
"Nov 07, 2016","6.834","6.834","6.834","6.834","-0.06%"
"Nov 04, 2016","6.838","6.838","6.838","6.838","0.22%"
"Nov 03, 2016","6.823","6.823","6.823","6.823","-1.12%"
"Nov 02, 2016","6.900","6.900","6.900","6.900","-0.12%"
"Nov 01, 2016","6.908","6.908","6.908","6.908","0.33%"
"Oct 28, 2016","6.885","6.885","6.885","6.885","-0.04%"
"Oct 27, 2016","6.888","6.888","6.888","6.888","0.25%"
"Oct 26, 2016","6.871","6.871","6.871","6.871","0.01%"
"Oct 25, 2016","6.870","6.870","6.870","6.870","0.20%"
"Oct 24, 2016","6.856","6.856","6.856","6.856","0.12%"
"Oct 21, 2016","6.848","6.848","6.848","6.848","0.01%"
"Oct 20, 2016","6.847","6.847","6.847","6.847","0.41%"
"Oct 19, 2016","6.819","6.819","6.819","6.819","0.10%"
"Oct 18, 2016","6.812","6.812","6.812","6.812","-0.47%"
"Oct 17, 2016","6.844","6.844","6.844","6.844","-0.15%"
"Oct 15, 2016","6.854","6.854","6.854","6.854","0.03%"
"Oct 14, 2016","6.852","6.852","6.852","6.852","0.35%"
"Oct 13, 2016","6.828","6.828","6.828","6.828","0.13%"
"Oct 10, 2016","6.819","6.819","6.819","6.819","-0.42%"
"Oct 07, 2016","6.848","6.848","6.848","6.848","0.41%"
"Oct 06, 2016","6.820","6.820","6.820","6.820","0.34%"
"Oct 05, 2016","6.797","6.797","6.797","6.797","-0.59%"
"Oct 04, 2016","6.837","6.837","6.837","6.837","-0.90%"
"Oct 03, 2016","6.899","6.899","6.899","6.899","-0.85%"
"Sep 30, 2016","6.958","6.958","6.958","6.958","-0.78%"
"Sep 29, 2016","7.013","7.013","7.013","7.013","1.33%"
"Sep 28, 2016","6.921","6.921","6.921","6.921","-0.17%"
"Sep 27, 2016","6.933","6.933","6.933","6.933","-0.01%"
"Sep 26, 2016","6.934","6.934","6.934","6.934","-0.46%"
"Sep 25, 2016","6.966","6.966","6.966","6.966","0.00%"
"Sep 24, 2016","6.966","6.966","6.966","6.966","0.00%"
"Sep 23, 2016","6.966","6.966","6.966","6.966","-0.16%"
"Sep 22, 2016","6.977","6.977","6.977","6.977","-0.88%"
"Sep 21, 2016","7.039","7.039","7.039","7.039","-0.37%"
"Sep 20, 2016","7.065","7.065","7.065","7.065","0.18%"
"Sep 19, 2016","7.052","7.052","7.052","7.052","0.00%"
"Sep 17, 2016","7.052","7.052","7.052","7.052","0.01%"
"Sep 16, 2016","7.051","7.051","7.051","7.051","-0.23%"
"Sep 15, 2016","7.067","7.067","7.067","7.067","-0.18%"
"Sep 14, 2016","7.080","7.080","7.080","7.080","-0.04%"
"Sep 12, 2016","7.083","7.083","7.083","7.083","0.37%"
"Sep 09, 2016","7.057","7.057","7.057","7.057","0.21%"
"Sep 08, 2016","7.042","7.042","7.042","7.042","-0.18%"
"Sep 07, 2016","7.055","7.055","7.055","7.055","-0.59%"
"Sep 06, 2016","7.097","7.097","7.097","7.097","-0.31%"
"Sep 02, 2016","7.119","7.119","7.119","7.119","0.01%"
"Sep 01, 2016","7.118","7.118","7.118","7.118","0.11%"
"Aug 31, 2016","7.110","7.110","7.110","7.110","0.04%"
"Aug 30, 2016","7.107","7.107","7.107","7.107","-0.20%"
"Aug 29, 2016","7.121","7.121","7.121","7.121","-0.08%"
"Aug 26, 2016","7.127","7.127","7.127","7.127","0.07%"
"Aug 25, 2016","7.122","7.122","7.122","7.122","-0.17%"
"Aug 24, 2016","7.134","7.134","7.134","7.134","-0.34%"
"Aug 23, 2016","7.158","7.158","7.158","7.158","0.03%"
"Aug 22, 2016","7.156","7.156","7.156","7.156","0.80%"
"Aug 19, 2016","7.099","7.099","7.099","7.099","-0.57%"
"Aug 18, 2016","7.140","7.140","7.140","7.140","0.51%"
"Aug 16, 2016","7.104","7.104","7.104","7.104","0.01%"
"Aug 14, 2016","7.103","7.103","7.103","7.103","0.00%"
"Aug 13, 2016","7.103","7.103","7.103","7.103","0.03%"
"Aug 12, 2016","7.101","7.101","7.101","7.101","0.25%"
"Aug 11, 2016","7.083","7.083","7.083","7.083","-0.25%"
"Aug 10, 2016","7.101","7.101","7.101","7.101","-0.32%"
"Aug 09, 2016","7.124","7.124","7.124","7.124","-0.68%"
"Aug 08, 2016","7.173","7.173","7.173","7.173","0.07%"
"Aug 06, 2016","7.168","7.168","7.168","7.168","0.03%"
"Aug 05, 2016","7.166","7.166","7.166","7.166","-0.04%"
"Aug 04, 2016","7.169","7.169","7.169","7.169","-0.35%"
"Aug 03, 2016","7.194","7.194","7.194","7.194","0.28%"
"Aug 02, 2016","7.174","7.174","7.174","7.174","0.49%"
"Aug 01, 2016","7.139","7.139","7.139","7.139","-0.34%"
"Jul 29, 2016","7.163","7.163","7.163","7.163","-0.31%"
"Jul 28, 2016","7.185","7.185","7.185","7.185","-0.90%"
"Jul 27, 2016","7.250","7.250","7.250","7.250","-0.03%"
"Jul 26, 2016","7.252","7.252","7.252","7.252","0.06%"
"Jul 25, 2016","7.248","7.248","7.248","7.248","-0.01%"
"Jul 22, 2016","7.249","7.249","7.249","7.249","-0.17%"
"Jul 21, 2016","7.261","7.261","7.261","7.261","-0.12%"
"Jul 20, 2016","7.270","7.270","7.270","7.270","-0.14%"
"Jul 19, 2016","7.280","7.280","7.280","7.280","-0.19%"
"Jul 18, 2016","7.294","7.294","7.294","7.294","0.30%"
"Jul 15, 2016","7.272","7.272","7.272","7.272","-0.18%"
"Jul 14, 2016","7.285","7.285","7.285","7.285","0.01%"
"Jul 13, 2016","7.284","7.284","7.284","7.284","-0.72%"
"Jul 12, 2016","7.337","7.337","7.337","7.337","-0.64%"
"Jul 11, 2016","7.384","7.384","7.384","7.384","0.00%"
"Jul 08, 2016","7.384","7.384","7.384","7.384","0.04%"
"Jul 07, 2016","7.381","7.381","7.381","7.381","-0.18%"
"Jul 05, 2016","7.394","7.394","7.394","7.394","-0.42%"
"Jul 04, 2016","7.425","7.425","7.425","7.425","0.08%"
"Jul 01, 2016","7.419","7.419","7.419","7.419","-0.39%"
"Jun 30, 2016","7.448","7.448","7.448","7.448","0.05%"
"Jun 29, 2016","7.444","7.444","7.444","7.444","-0.12%"
"Jun 28, 2016","7.453","7.453","7.453","7.453","-0.08%"
"Jun 27, 2016","7.459","7.459","7.459","7.459","-0.19%"
"Jun 24, 2016","7.473","7.473","7.473","7.473","-0.08%"
"Jun 23, 2016","7.479","7.479","7.479","7.479","0.04%"
"Jun 22, 2016","7.476","7.476","7.476","7.476","-0.29%"
"Jun 21, 2016","7.498","7.498","7.498","7.498","0.05%"
"Jun 20, 2016","7.494","7.494","7.494","7.494","-0.09%"
"Jun 17, 2016","7.501","7.501","7.501","7.501","-0.04%"
"Jun 16, 2016","7.504","7.504","7.504","7.504","-0.17%"
"Jun 15, 2016","7.517","7.517","7.517","7.517","0.00%"
"Jun 14, 2016","7.517","7.517","7.517","7.517","-0.11%"
"Jun 13, 2016","7.525","7.525","7.525","7.525","0.45%"
"Jun 10, 2016","7.491","7.491","7.491","7.491","0.07%"
"Jun 09, 2016","7.486","7.486","7.486","7.486","-0.03%"
"Jun 08, 2016","7.488","7.488","7.488","7.488","0.08%"
"Jun 07, 2016","7.482","7.482","7.482","7.482","0.09%"
"Jun 06, 2016","7.475","7.475","7.475","7.475","-0.17%"
"Jun 03, 2016","7.488","7.488","7.488","7.488","0.03%"
"Jun 02, 2016","7.486","7.486","7.486","7.486","0.00%"
"Jun 01, 2016","7.486","7.486","7.486","7.486","0.20%"
"May 31, 2016","7.471","7.471","7.471","7.471","0.15%"
"May 30, 2016","7.460","7.460","7.460","7.460","-0.15%"
"May 28, 2016","7.471","7.471","7.471","7.471","0.01%"
"May 27, 2016","7.470","7.470","7.470","7.470","0.01%"
"May 26, 2016","7.469","7.469","7.469","7.469","0.08%"
"May 25, 2016","7.463","7.463","7.463","7.463","-0.04%"
"May 24, 2016","7.466","7.466","7.466","7.466","0.03%"
"May 23, 2016","7.464","7.464","7.464","7.464","-0.16%"
"May 20, 2016","7.476","7.476","7.476","7.476","0.08%"
"May 19, 2016","7.470","7.470","7.470","7.470","-0.05%"
"May 18, 2016","7.474","7.474","7.474","7.474","0.30%"
"May 17, 2016","7.452","7.452","7.452","7.452","0.00%"
"May 16, 2016","7.452","7.452","7.452","7.452","0.05%"
"May 13, 2016","7.448","7.448","7.448","7.448","0.35%"
"May 12, 2016","7.422","7.422","7.422","7.422","-0.08%"
"May 11, 2016","7.428","7.428","7.428","7.428","0.00%"
"May 10, 2016","7.428","7.428","7.428","7.428","0.04%"
"May 09, 2016","7.425","7.425","7.425","7.425","-0.13%"
"May 06, 2016","7.435","7.435","7.435","7.435","0.00%"
"May 05, 2016","7.435","7.435","7.435","7.435","0.04%"
"May 04, 2016","7.432","7.432","7.432","7.432","-0.13%"
"May 03, 2016","7.442","7.442","7.442","7.442","0.04%"
"May 02, 2016","7.439","7.439","7.439","7.439","0.05%"
"Apr 29, 2016","7.435","7.435","7.435","7.435","-0.11%"
"Apr 28, 2016","7.443","7.443","7.443","7.443","-0.23%"
"Apr 27, 2016","7.460","7.460","7.460","7.460","-0.12%"
"Apr 26, 2016","7.469","7.469","7.469","7.469","-0.01%"
"Apr 25, 2016","7.470","7.470","7.470","7.470","0.19%"
"Apr 22, 2016","7.456","7.456","7.456","7.456","-0.23%"
"Apr 21, 2016","7.473","7.473","7.473","7.473","0.48%"
"Apr 20, 2016","7.437","7.437","7.437","7.437","0.27%"
"Apr 18, 2016","7.417","7.417","7.417","7.417","-0.24%"
"Apr 13, 2016","7.435","7.435","7.435","7.435","0.24%"
"Apr 12, 2016","7.417","7.417","7.417","7.417","0.03%"
"Apr 11, 2016","7.415","7.415","7.415","7.415","-0.43%"
"Apr 07, 2016","7.447","7.447","7.447","7.447","-0.17%"
"Apr 06, 2016","7.460","7.460","7.460","7.460","-0.03%"
"Apr 05, 2016","7.462","7.462","7.462","7.462","0.73%"
"Apr 04, 2016","7.408","7.408","7.408","7.408","-0.68%"
"Mar 31, 2016","7.459","7.459","7.459","7.459","-0.49%"
"Mar 30, 2016","7.496","7.496","7.496","7.496","-0.24%"
"Mar 29, 2016","7.514","7.514","7.514","7.514","0.21%"
"Mar 28, 2016","7.498","7.498","7.498","7.498","-0.12%"
"Mar 23, 2016","7.507","7.507","7.507","7.507","0.04%"
"Mar 22, 2016","7.504","7.504","7.504","7.504","0.00%"
"Mar 21, 2016","7.504","7.504","7.504","7.504","-0.21%"
"Mar 18, 2016","7.520","7.520","7.520","7.520","0.11%"
"Mar 17, 2016","7.512","7.512","7.512","7.512","-0.78%"
"Mar 16, 2016","7.571","7.571","7.571","7.571","-0.12%"
"Mar 15, 2016","7.580","7.580","7.580","7.580","-0.25%"
"Mar 14, 2016","7.599","7.599","7.599","7.599","-0.37%"
"Mar 11, 2016","7.627","7.627","7.627","7.627","-0.10%"
"Mar 10, 2016","7.635","7.635","7.635","7.635","-0.25%"
"Mar 09, 2016","7.654","7.654","7.654","7.654","0.16%"
"Mar 08, 2016","7.642","7.642","7.642","7.642","0.12%"
"Mar 04, 2016","7.633","7.633","7.633","7.633","-0.33%"
"Mar 03, 2016","7.658","7.658","7.658","7.658","0.46%"
"Mar 02, 2016","7.623","7.623","7.623","7.623","0.25%"
"Mar 01, 2016","7.604","7.604","7.604","7.604","-0.25%"
"Feb 29, 2016","7.623","7.623","7.623","7.623","-2.01%"
"Feb 26, 2016","7.779","7.779","7.779","7.779","-1.04%"
"Feb 25, 2016","7.861","7.861","7.861","7.861","0.37%"
"Feb 24, 2016","7.832","7.832","7.832","7.832","0.13%"
"Feb 23, 2016","7.822","7.822","7.822","7.822","0.63%"
"Feb 22, 2016","7.773","7.773","7.773","7.773","0.45%"
"Feb 18, 2016","7.738","7.738","7.738","7.738","-0.62%"
"Feb 17, 2016","7.786","7.786","7.786","7.786","0.08%"
"Feb 16, 2016","7.780","7.780","7.780","7.780","0.34%"
"Feb 15, 2016","7.754","7.754","7.754","7.754","0.40%"
"Feb 14, 2016","7.723","7.723","7.723","7.723","0.00%"
"Feb 12, 2016","7.723","7.723","7.723","7.723","0.09%"
"Feb 11, 2016","7.716","7.716","7.716","7.716","-0.08%"
"Feb 10, 2016","7.722","7.722","7.722","7.722","-0.21%"
"Feb 09, 2016","7.738","7.738","7.738","7.738","0.17%"
"Feb 08, 2016","7.725","7.725","7.725","7.725","-1.24%"
"Feb 05, 2016","7.822","7.822","7.822","7.822","-0.17%"
"Feb 04, 2016","7.835","7.835","7.835","7.835","-0.18%"
"Feb 03, 2016","7.849","7.849","7.849","7.849","0.00%"
"Feb 02, 2016","7.849","7.849","7.849","7.849","0.73%"
"Feb 01, 2016","7.792","7.792","7.792","7.792","0.17%"
"Jan 29, 2016","7.779","7.779","7.779","7.779","-0.33%"
"Jan 28, 2016","7.805","7.805","7.805","7.805","0.22%"
"Jan 27, 2016","7.788","7.788","7.788","7.788","-0.22%"
"Jan 25, 2016","7.805","7.805","7.805","7.805","0.39%"
"Jan 22, 2016","7.775","7.775","7.775","7.775","0.35%"
"Jan 21, 2016","7.748","7.748","7.748","7.748","-0.08%"
"Jan 20, 2016","7.754","7.754","7.754","7.754","-0.33%"
"Jan 19, 2016","7.780","7.780","7.780","7.780","-0.40%"
"Jan 18, 2016","7.811","7.811","7.811","7.811","0.06%"
"Jan 15, 2016","7.806","7.806","7.806","7.806","0.26%"
"Jan 14, 2016","7.786","7.786","7.786","7.786","0.27%"
"Jan 13, 2016","7.765","7.765","7.765","7.765","0.08%"
"Jan 12, 2016","7.759","7.759","7.759","7.759","0.06%"
"Jan 11, 2016","7.754","7.754","7.754","7.754","0.17%"
"Jan 10, 2016","7.741","7.741","7.741","7.741","0.00%"
"Jan 08, 2016","7.741","7.741","7.741","7.741","0.06%"
"Jan 07, 2016","7.736","7.736","7.736","7.736","0.00%"
"Jan 06, 2016","7.736","7.736","7.736","7.736","-0.04%"
"Jan 05, 2016","7.739","7.739","7.739","7.739","0.21%"
"Jan 04, 2016","7.723","7.723","7.723","7.723","-0.05%"
"Jan 01, 2016","7.727","7.727","7.727","7.727","-0.40%"
"Dec 31, 2015","7.758","7.758","7.758","7.758","0.12%"
"Dec 30, 2015","7.749","7.749","7.749","7.749","-0.08%"
"Dec 29, 2015","7.755","7.755","7.755","7.755","-0.01%"
"Dec 28, 2015","7.756","7.756","7.756","7.756","0.09%"
"Dec 23, 2015","7.749","7.749","7.749","7.749","-0.09%"
"Dec 22, 2015","7.756","7.756","7.756","7.756","-0.22%"
"Dec 21, 2015","7.773","7.773","7.773","7.773","0.62%"
"Dec 18, 2015","7.725","7.725","7.725","7.725","0.22%"
"Dec 17, 2015","7.708","7.708","7.708","7.708","-0.34%"
"Dec 16, 2015","7.734","7.734","7.734","7.734","-0.68%"
"Dec 15, 2015","7.787","7.787","7.787","7.787","-0.37%"
"Dec 14, 2015","7.816","7.816","7.816","7.816","0.55%"
"Dec 11, 2015","7.773","7.773","7.773","7.773","-0.09%"
"Dec 10, 2015","7.780","7.780","7.780","7.780","0.04%"
"Dec 09, 2015","7.777","7.777","7.777","7.777","-0.23%"
"Dec 08, 2015","7.795","7.795","7.795","7.795","0.53%"
"Dec 07, 2015","7.754","7.754","7.754","7.754","-0.04%"
"Dec 04, 2015","7.757","7.757","7.757","7.757","0.58%"
"Dec 03, 2015","7.712","7.712","7.712","7.712","-0.39%"
"Dec 02, 2015","7.742","7.742","7.742","7.742","0.28%"
"Dec 01, 2015","7.720","7.720","7.720","7.720","-0.85%"
"Nov 30, 2015","7.786","7.786","7.786","7.786","0.26%"
"Nov 27, 2015","7.766","7.766","7.766","7.766","0.60%"
"Nov 26, 2015","7.720","7.720","7.720","7.720","0.22%"
"Nov 24, 2015","7.703","7.703","7.703","7.703","-0.16%"
"Nov 23, 2015","7.715","7.715","7.715","7.715","0.23%"
"Nov 22, 2015","7.697","7.697","7.697","7.697","0.00%"
